Sample_Id	Sample_Desc	Processed_Sample	Processed_Sample (With Scientific Name)	Matched_Components	Match_Status(Macro Level)
512_T10	milk	milk	milk	['milk:UBERON_0001913']	Full Term Match
512_T11	eggs	egg	egg	['egg food product:FOODON_00001274']	Full Term Match
512_T12	butter	butter	butter	['butter:FOODON_03310351']	Full Term Match
512_T13	salt	salt	salt	['salt:CHEBI_24866']	Full Term Match
512_T14	pepper	pepper	pepper	['sweet yellow bell pepper (whole):FOODON_00003548']	Full Term Match
512_T15	panko breadcrumbs	panko breadcrumb	panko breadcrumb	[]	No Match
512_T17	parsley	parsley	parsley	['petroselinum crispum:NCBITAXON_4043']	Full Term Match
513_T9	eggs	egg	egg	['egg food product:FOODON_00001274']	Full Term Match
513_T10	lemon	lemon	lemon	['citrus limon:NCBITAXON_2708']	Full Term Match
513_T12	rice	rice	rice {oryza sativa}	['oryza sativa:NCBITAXON_4530']	Full Term Match
513_T13	orzo pasta	orzo pasta	orzo pasta	['pasta:FOODON_03306347']	Component Match
513_T14	chicken broth	chicken broth	chicken {gallus gallus} broth	['chicken broth:FOODON_03303004']	Full Term Match
514_T11	almond butter	almond butter	almond {prunus dulcis} butter	['almond butter:FOODON_03310875']	Full Term Match
514_T13	potato	potato	potato {solanum tuberosum}	['solanum tuberosum:NCBITAXON_4113']	Full Term Match
514_T16	banana	banana	banana {musa x paradisiaca}	['musa x paradisiaca:NCBITAXON_89151']	Full Term Match
514_T18	almond	almond	almond {prunus dulcis}	['prunus dulcis:NCBITAXON_3755']	Full Term Match
514_T22	blueberry	blueberry	blueberry	['blueberry (whole, raw):FOODON_03302045']	Full Term Match
514_T23	honey	honey	honey	['honey:UBERON_0036016']	Full Term Match
515_T12	cacao powder	cacao powder	cacao powder	['food (powdered):FOODON_00002976', 'theobroma cacao:NCBITAXON_3641']	Component Match
515_T14	coconut palm sugar	coconut palm sugar	coconut palm {cocos nucifera} sugar	['cocos nucifera:NCBITAXON_13894', 'palm sugar:FOODON_03304565']	Component Match
515_T16	eggs	egg	egg	['egg food product:FOODON_00001274']	Full Term Match
515_T18	coconut oil	coconut oil	coconut oil	['coconut oil:FOODON_03310046']	Full Term Match
515_T19	vanilla	vanilla	vanilla	['vanilla:NCBITAXON_51238']	Full Term Match
515_T20	salt	salt	salt	['salt:CHEBI_24866']	Full Term Match
516_T9	soda water	soda water	soda water	['soda water:FOODON_03302269']	Full Term Match
516_T11	lime	lime	lime	['lime (whole, raw):FOODON_03305086']	Full Term Match
516_T13	lime	lime	lime	['lime (whole, raw):FOODON_03305086']	Full Term Match
516_T16	agave nectar	agave nectar	agave nectar	['agave food product:FOODON_00002423', 'nectar (food product):FOODON_03315553']	Component Match
516_T17	honey	honey	honey	['honey:UBERON_0036016']	Full Term Match
516_T19	rum	rum	rum	['rum:FOODON_03301614']	Full Term Match
516_T22	sprig mint	sprig mint	sprig mint	['mint (whole or parts):FOODON_03000237']	Component Match
516_T23	sprig mint	sprig mint	sprig mint	['mint (whole or parts):FOODON_03000237']	Component Match
517_T8	bacon	bacon	bacon	['bacon food product:FOODON_00001061']	Full Term Match
517_T9	collard greens	collard green	collard green	['collard head:FOODON_00003504', 'green:PATO_0000320']	Component Match
517_T10	onion	onion	onion {allium cepa}	['allium species:FOODON_03414302']	Full Term Match
517_T11	apple cider vinegar	apple cider vinegar	apple {malus domestica} cider vinegar	['cider vinegar:FOODON_03307916']	Component Match
517_T12	salt	salt	salt	['salt:CHEBI_24866']	Full Term Match
517_T13	pepper	pepper	pepper	['sweet yellow bell pepper (whole):FOODON_00003548']	Full Term Match
518_T21	food coloring	food coloring	food coloring	['food:CHEBI_33290']	Component Match
518_T22	skim milk	skim milk	skim milk	['skim milk food product:FOODON_03301484']	Full Term Match
518_T25	Cool Whip Free	cool whip free	cool whip free	[]	No Match
518_T28	regular Cool Whip	regular cool whip	regular cool whip	[]	No Match
518_T31	butterscotch pudding mix	butterscotch pudding mixture	butterscotch pudding mixture	['mixture:CHEBI_60004', 'pudding:FOODON_03301660']	Component Match
518_T9	skim milk	skim milk	skim milk	['skim milk food product:FOODON_03301484']	Full Term Match
518_T33	food coloring	food coloring	food coloring	['food:CHEBI_33290']	Component Match
518_T35	almond milk	almond milk	almond {prunus dulcis} milk	['almond milk:FOODON_00003157']	Full Term Match
518_T37	vanilla pudding mix	vanilla pudding mixture	vanilla pudding mixture	['vanilla pudding mix:FOODON_03307096']	Full Term Match
518_T38	almond milk	almond milk	almond {prunus dulcis} milk	['almond milk:FOODON_00003157']	Full Term Match
519_T9	flank steak	flank steak	flank steak	['flank:FOODON_03530022']	Component Match
519_T10	onion soup mix	onion soup mixture	onion {allium cepa} soup mixture	['onion soup mix:FOODON_03309457']	Full Term Match
519_T13	tomato soup	tomato soup	tomato {solanum lycopersicum} soup	['tomato soup:FOODON_03304909']	Full Term Match
519_T14	cream of mushroom soup	cream of mushroom soup	cream of mushroom soup	['cream of mushroom soup:FOODON_03305128']	Full Term Match
520_T4	strawberries	strawberry	strawberry {fragaria x ananassa}	['fragaria x ananassa:NCBITAXON_3747']	Full Term Match
520_T6	baking chips	baking chips	baking chips	['38900 - fries (finger chips) (efsa foodex2):FOODON_03543890']	Component Match
520_T7	sprinkles	sprinkle	sprinkle	[]	No Match
521_T14	sour cream	sour cream	sour cream	['sour cream:FOODON_03302515']	Full Term Match
521_T15	mayonnaise	mayonnaise	mayonnaise	['mayonnaise:FOODON_03301440']	Full Term Match
521_T19	cabbage	cabbage	cabbage	['brassica oleracea var. capitata:NCBITAXON_3716']	Full Term Match
521_T20	cod	cod	cod	['cod:FOODON_03411423']	Full Term Match
521_T21	firm white fish fillets	firm white fish fillet	firm white fish {actinopterygii} fillet	['fat content <=3%:FOODON_03530264', 'firm:PATO_0002450', 'fish fillet:FOODON_00002679']	Component Match
521_T22	soft taco-size corn tortillas	soft taco size corn tortilla	soft taco size corn {zea mays subsp. mays} tortilla	['size:PATO_0000117', 'soft:PATO_0000387', 'taco:FOODON_03307744', 'tortilla:FOODON_03307668', 'zea mays subsp. mays:NCBITAXON_381124']	Component Match
521_T24	baja chipotle marinade with lime juice	baja chipotle marinade with lime juice	baja chipotle marinade with lime juice	['chipotle:FOODON_00002563', 'lime juice:FOODON_03306160']	Component Match
522_T14	egg	egg	egg	['egg food product:FOODON_00001274']	Full Term Match
522_T17	eggs	egg	egg	['egg food product:FOODON_00001274']	Full Term Match
522_T18	sugar	sugar	sugar	['sugar:FOODON_03420108']	Full Term Match
522_T19	vanilla	vanilla	vanilla	['vanilla:NCBITAXON_51238']	Full Term Match
522_T22	milk	milk	milk	['milk:UBERON_0001913']	Full Term Match
522_T24	cream cheese	cream cheese	cream cheese	['cream cheese:FOODON_03301889']	Full Term Match
522_T26	milk	milk	milk	['milk:UBERON_0001913']	Full Term Match
523_T11	canola oil	canola oil	canola oil	['canola oil:FOODON_03302578']	Full Term Match
523_T14	shallots	shallot	shallot	['allium cepa var. aggregatum:NCBITAXON_28911']	Full Term Match
523_T7	cornstarch	cornstarch	cornstarch	[]	No Match
523_T16	buttermilk	buttermilk	buttermilk	['buttermilk food product:FOODON_00001067']	Full Term Match
523_T17	kosher salt	kosher salt	kosher salt	['salt:CHEBI_24866']	Component Match
523_T20	kosher salt	kosher salt	kosher salt	['salt:CHEBI_24866']	Component Match
524_T17	butter	butter	butter	['butter:FOODON_03310351']	Full Term Match
524_T19	sugar	sugar	sugar	['sugar:FOODON_03420108']	Full Term Match
524_T20	salt	salt	salt	['salt:CHEBI_24866']	Full Term Match
524_T21	chocolate chips	chocolate chips	chocolate chips	['38900 - fries (finger chips) (efsa foodex2):FOODON_03543890', 'chocolate:FOODON_03307240']	Component Match
524_T22	pecans	pecan	pecan {carya illinoinensis}	['carya illinoinensis:NCBITAXON_32201']	Full Term Match
524_T27	chocolate	chocolate	chocolate	['chocolate:FOODON_03307240']	Full Term Match
525_T15	pizza crust	pizza crust	pizza crust	['pizza crust:FOODON_03317327']	Full Term Match
525_T17	butter	butter	butter	['butter:FOODON_03310351']	Full Term Match
525_T19	provolone cheese	provolone cheese	provolone cheese	['provolone cheese:FOODON_03302916']	Full Term Match
525_T20	parmesan cheese	parmesan cheese	parmesan cheese	['parmesan cheese:FOODON_00003247']	Full Term Match
525_T23	basil	basil	basil {ocimum basilicum}	['ocimum basilicum:NCBITAXON_39350']	Full Term Match
525_T24	garlic salt	garlic salt	garlic {allium sativum} salt	['garlic salt:FOODON_03307739']	Full Term Match
526_T16	cottage cheese	cottage cheese	cottage cheese	['cottage cheese:FOODON_03301605']	Full Term Match
526_T18	mozzarella cheese	mozzarella cheese	mozzarella cheese	['mozzarella cheese:FOODON_03303578']	Full Term Match
526_T20	parmesan cheese	parmesan cheese	parmesan cheese	['parmesan cheese:FOODON_00003247']	Full Term Match
526_T22	pepper	pepper	pepper	['sweet yellow bell pepper (whole):FOODON_00003548']	Full Term Match
526_T23	marinara sauce	marinara sauce	marinara sauce	['marinara sauce:FOODON_00003295']	Full Term Match
526_T24	tomato sauce	tomato sauce	tomato {solanum lycopersicum} sauce	['tomato sauce:FOODON_03301217']	Full Term Match
526_T14	matzoh	matzoh	matzoh	[]	No Match
527_T11	sour cream	sour cream	sour cream	['sour cream:FOODON_03302515']	Full Term Match
527_T13	lemon cake mix	lemon cake mixture	lemon cake mixture	['lemon cake:FOODON_03311590', 'mixture:CHEBI_60004']	Component Match
527_T14	lemon pudding	lemon pudding	lemon pudding	['citrus limon:NCBITAXON_2708', 'pudding:FOODON_03301660']	Component Match
527_T16	oil	oil	oil	['oil:FOODON_03310387']	Full Term Match
527_T17	eggs	egg	egg	['egg food product:FOODON_00001274']	Full Term Match
527_T18	lemon juice	lemon juice	lemon juice	['lemon juice:FOODON_03305428']	Full Term Match
527_T19	lemon	lemon	lemon	['citrus limon:NCBITAXON_2708']	Full Term Match
528_T13	almond extract	almond extract	almond {prunus dulcis} extract	['prunus dulcis:NCBITAXON_3755']	Component Match
528_T14	rice cereal	rice cereal	rice {oryza sativa} cereal	['rice cereal:FOODON_03310609']	Full Term Match
528_T15	sugar	sugar	sugar	['sugar:FOODON_03420108']	Full Term Match
528_T16	sprinkles	sprinkle	sprinkle	[]	No Match
528_T19	chocolate	chocolate	chocolate	['chocolate:FOODON_03307240']	Full Term Match
528_T20	coconut oil	coconut oil	coconut oil	['coconut oil:FOODON_03310046']	Full Term Match
529_T1	feta cheese	feta cheese	feta cheese	['feta cheese:FOODON_03307280']	Full Term Match
529_T2	hot dogs	hot dog	hot dog	['hot dog:FOODON_00001009']	Full Term Match
529_T3	hot dog buns	hot dog bun	hot dog bun	['hot dog:FOODON_00001009', 'roll or bun:FOODON_00002743']	Component Match
529_T4	tomato	tomato	tomato {solanum lycopersicum}	['solanum lycopersicum:NCBITAXON_4081']	Full Term Match
529_T6	black olives	black olife	black olife	['black:PATO_0000317']	Component Match
529_T8	onion	onion	onion {allium cepa}	['allium species:FOODON_03414302']	Full Term Match
529_T10	tzatziki sauce	tzatziki sauce	tzatziki sauce	['sauce:FOODON_03311146']	Component Match
529_T11	Greek olive dressing	greek olive dressing	greek olive dressing	['dressing:FOODON_03315498', 'greek:HANCESTRO_0366', 'olive (whole, ripe):FOODON_03315145']	Component Match
530_T8	olive oil	olive oil	olive oil	['olive oil:FOODON_03301826']	Full Term Match
530_T10	thyme	thyme	thyme {thymus vulgaris}	['thymus vulgaris:NCBITAXON_49992']	Full Term Match
530_T12	rosemary	rosemary	rosemary	['salvia rosmarinus:NCBITAXON_39367']	Full Term Match
530_T13	sea salt	sea salt	sea salt	['salt:CHEBI_24866', 'sea:ENVO_00000016']	Component Match
530_T15	pepper	pepper	pepper	['sweet yellow bell pepper (whole):FOODON_00003548']	Full Term Match
530_T17	baby new potatoes	baby new potato	baby new potato {solanum tuberosum}	['solanum tuberosum:NCBITAXON_4113']	Component Match
530_T22	fingerling	fingerling	fingerling	[]	No Match
531_T11	coffee powder	coffee powder	coffee powder	['coffea arabica:NCBITAXON_13443', 'food (powdered):FOODON_00002976']	Component Match
531_T14	heavy cream	heavy cream	heavy cream	['heavy cream:FOODON_03310795']	Full Term Match
531_T15	heavy cream	heavy cream	heavy cream	['heavy cream:FOODON_03310795']	Full Term Match
531_T17	cashew nuts	cashew nut	cashew {anacardium occidentale} nut	['cashew nut (whole, raw):FOODON_03301357']	Full Term Match
531_T20	coffee powder	coffee powder	coffee powder	['coffea arabica:NCBITAXON_13443', 'food (powdered):FOODON_00002976']	Component Match
531_T22	cashew nuts	cashew nut	cashew {anacardium occidentale} nut	['cashew nut (whole, raw):FOODON_03301357']	Full Term Match
532_T10	basil pesto	basil pesto	basil {ocimum basilicum} pesto	['ocimum basilicum:NCBITAXON_39350', 'pesto sauce:FOODON_03310218']	Component Match
532_T11	mayonnaise	mayonnaise	mayonnaise	['mayonnaise:FOODON_03301440']	Full Term Match
532_T13	French baguette	french baguette	french baguette	['french:HANCESTRO_0363']	Component Match
532_T16	garlic	garlic	garlic {allium sativum}	['allium sativum:NCBITAXON_4682']	Full Term Match
532_T18	salt	salt	salt	['salt:CHEBI_24866']	Full Term Match
532_T21	Parmesan cheese	parmesan cheese	parmesan cheese	['parmesan cheese:FOODON_00003247']	Full Term Match
533_T6	tomatoes	tomato	tomato {solanum lycopersicum}	['solanum lycopersicum:NCBITAXON_4081']	Full Term Match
533_T9	pesto	pesto	pesto	['pesto sauce:FOODON_03310218']	Full Term Match
533_T10	cucumbers	cucumber	cucumber	['cucumis sativus:NCBITAXON_3659']	Full Term Match
533_T12	mozzarella ball	mozzarella ball	mozzarella ball	['ball:UBERON_2000006', 'mozzarella cheese:FOODON_03303578']	Component Match
534_T8	marshmallow	marshmallow	marshmallow {althaea officinalis}	['marshmallow:FOODON_03305639']	Full Term Match
534_T9	cookie dough	cookie dough	cookie dough	['cookie dough:FOODON_03310689']	Full Term Match
534_T10	graham cracker	graham cracker	graham cracker	['cracker:FOODON_00002711']	Component Match
535_T6	avocado	avocado	avocado {persea americana}	['persea americana:NCBITAXON_3435']	Full Term Match
535_T8	potato	potato	potato {solanum tuberosum}	['solanum tuberosum:NCBITAXON_4113']	Full Term Match
535_T9	salt	salt	salt	['salt:CHEBI_24866']	Full Term Match
535_T10	pepper	pepper	pepper	['sweet yellow bell pepper (whole):FOODON_00003548']	Full Term Match
535_T13	corn salsa	corn salsa	corn {zea mays subsp. mays} salsa	['salsa:FOODON_03310086', 'zea mays subsp. mays:NCBITAXON_381124']	Component Match
535_T16	sauce	sauce	sauce	['sauce:FOODON_03311146']	Full Term Match
536_T7	salt	salt	salt	['salt:CHEBI_24866']	Full Term Match
536_T8	coconut	coconut	coconut	['cocos nucifera:NCBITAXON_13894']	Full Term Match
536_T10	cocoa powder	cocoa powder	cocoa powder	['cocoa:FOODON_03301072']	Full Term Match
536_T12	cocoa powder	cocoa powder	cocoa powder	['cocoa:FOODON_03301072']	Full Term Match
537_T13	cranberries	cranberry	cranberry	['cranberry (whole, raw):FOODON_03301723']	Full Term Match
537_T15	mascarpone cheese	mascarpone cheese	mascarpone cheese	['mascarpone:FOODON_00003255']	Component Match
537_T16	orange zest	orange zest	orange zest	['citrus fruit zest:FOODON_00003283', 'orange:PATO_0000953']	Component Match
537_T17	orange liqueur	orange liqueur	orange liqueur	['liqueur:FOODON_03301008', 'orange:PATO_0000953']	Component Match
537_T19	orange juice	orange juice	orange juice	['orange juice:FOODON_03301103']	Full Term Match
537_T21	strawberries	strawberry	strawberry {fragaria x ananassa}	['fragaria x ananassa:NCBITAXON_3747']	Full Term Match
538_T9	lemon juice	lemon juice	lemon juice	['lemon juice:FOODON_03305428']	Full Term Match
538_T10	vodka	vodka	vodka	['vodka:FOODON_03305518']	Full Term Match
538_T11	ouzo	ouzo	ouzo	['ouzo:FOODON_03317464']	Full Term Match
538_T12	orange juice	orange juice	orange juice	['orange juice:FOODON_03301103']	Full Term Match
539_T8	ketchup	ketchup	ketchup	['tomato catsup:FOODON_03301460']	Full Term Match
539_T10	diet cola	diet cola	diet cola	['diet:ONS_1000001']	Component Match
539_T12	chicken	chicken	chicken {gallus gallus}	['chicken:FOODON_03411457']	Full Term Match
540_T12	turmeric	turmeric	turmeric	['curcuma longa:NCBITAXON_136217']	Full Term Match
540_T13	onion	onion	onion {allium cepa}	['allium species:FOODON_03414302']	Full Term Match
540_T16	beef	beef	beef	['19160 - cow, ox or bull fresh meat (efsa foodex2):FOODON_03541916']	Full Term Match
540_T6	salt	salt	salt	['salt:CHEBI_24866']	Full Term Match
540_T19	pepper	pepper	pepper	['sweet yellow bell pepper (whole):FOODON_00003548']	Full Term Match
540_T20	tomatoes	tomato	tomato {solanum lycopersicum}	['solanum lycopersicum:NCBITAXON_4081']	Full Term Match
541_T2	pepper	pepper	pepper	['sweet yellow bell pepper (whole):FOODON_00003548']	Full Term Match
541_T3	salt	salt	salt	['salt:CHEBI_24866']	Full Term Match
541_T6	tomato	tomato	tomato {solanum lycopersicum}	['solanum lycopersicum:NCBITAXON_4081']	Full Term Match
541_T8	bacon drippings	bacon dripping	bacon dripping	['bacon food product:FOODON_00001061']	Component Match
541_T9	cornmeal	cornmeal	cornmeal	['corn meal:FOODON_03310257']	Full Term Match
542_T8	grape jelly	grape jelly	grape jelly	['grape jelly:FOODON_03305954']	Full Term Match
542_T9	peanut butter	peanut butter	peanut {arachis hypogaea} butter	['peanut butter:FOODON_03306867']	Full Term Match
542_T11	bread	bread	bread	['bread and similar products (eurofir):FOODON_03400817']	Full Term Match
543_T13	water	water	water	['water:CHEBI_15377']	Full Term Match
543_T14	chicken broth	chicken broth	chicken {gallus gallus} broth	['chicken broth:FOODON_03303004']	Full Term Match
543_T15	garlic powder	garlic powder	garlic {allium sativum} powder	['garlic powder:FOODON_03301844']	Full Term Match
543_T16	grits	grits	grits	['grits:FOODON_00003058']	Full Term Match
543_T17	cheddar cheese	cheddar cheese	cheddar cheese	['cheddar cheese:FOODON_03302458']	Full Term Match
543_T18	butter	butter	butter	['butter:FOODON_03310351']	Full Term Match
544_T12	Bourbon	bourbon	bourbon	['33840 - whisky (efsa foodex2):FOODON_03543384']	Full Term Match
544_T13	soy sauce	soy sauce	soy sauce	['soy sauce:FOODON_03301115']	Full Term Match
544_T15	garlic	garlic	garlic {allium sativum}	['allium sativum:NCBITAXON_4682']	Full Term Match
544_T18	ginger	ginger	ginger {zingiber officinale}	['zingiber officinale:NCBITAXON_94328']	Full Term Match
544_T19	water	water	water	['water:CHEBI_15377']	Full Term Match
544_T20	steak	steak	steak	[]	No Match
545_T13	chocolate	chocolate	chocolate	['chocolate:FOODON_03307240']	Full Term Match
545_T14	peanut butter	peanut butter	peanut {arachis hypogaea} butter	['peanut butter:FOODON_03306867']	Full Term Match
545_T15	rice cereal	rice cereal	rice {oryza sativa} cereal	['rice cereal:FOODON_03310609']	Full Term Match
545_T17	sugar	sugar	sugar	['sugar:FOODON_03420108']	Full Term Match
545_T18	peanut butter chocolate candy	peanut butter chocolate candy	peanut {arachis hypogaea} butter chocolate candy	['chocolate candy:FOODON_03400288', 'peanut butter:FOODON_03306867', 'peanut candy:FOODON_03310296']	Component Match
546_T16	milk	milk	milk	['milk:UBERON_0001913']	Full Term Match
546_T20	dulce de leche	dulce de leche	dulce de leche	['dulce de leche:FOODON_00003138']	Full Term Match
546_T22	coconut	coconut	coconut	['cocos nucifera:NCBITAXON_13894']	Full Term Match
546_T24	wafer cookies	wafer cookies	wafer cookies	['02470 - wafers (efsa foodex2):FOODON_03540247']	Component Match
546_T25	chocolate wafers	chocolate wafer	chocolate wafer	['chocolate:FOODON_03307240', 'wafer:FOODON_03316443']	Component Match
547_T11	chicken	chicken	chicken {gallus gallus}	['chicken:FOODON_03411457']	Full Term Match
547_T13	lemons	lemon	lemon	['citrus limon:NCBITAXON_2708']	Full Term Match
547_T14	garlic	garlic	garlic {allium sativum}	['allium sativum:NCBITAXON_4682']	Full Term Match
547_T17	olive oil	olive oil	olive oil	['olive oil:FOODON_03301826']	Full Term Match
547_T18	salt	salt	salt	['salt:CHEBI_24866']	Full Term Match
547_T19	pepper	pepper	pepper	['sweet yellow bell pepper (whole):FOODON_00003548']	Full Term Match
547_T21	basil	basil	basil {ocimum basilicum}	['ocimum basilicum:NCBITAXON_39350']	Full Term Match
547_T25	basil	basil	basil {ocimum basilicum}	['ocimum basilicum:NCBITAXON_39350']	Full Term Match
548_T15	honey	honey	honey	['honey:UBERON_0036016']	Full Term Match
548_T16	almond butter	almond butter	almond {prunus dulcis} butter	['almond butter:FOODON_03310875']	Full Term Match
548_T17	pumpkin seeds	pumpkin seed	pumpkin seed	['pumpkin (whole):FOODON_00003486', 'seed:PO_0009010']	Component Match
548_T19	fruit	fruit	fruit	['fruit:PO_0009001']	Full Term Match
548_T20	sunflower seeds	sunflower seed	sunflower seed	['sunflower seed (whole kernel, raw):FOODON_03304869']	Full Term Match
548_T27	salt	salt	salt	['salt:CHEBI_24866']	Full Term Match
548_T28	rolled oats	rolled oat	rolled oat	['rolled oats:FOODON_03307110']	Full Term Match
549_T7	olive oil	olive oil	olive oil	['olive oil:FOODON_03301826']	Full Term Match
549_T9	garlic	garlic	garlic {allium sativum}	['allium sativum:NCBITAXON_4682']	Full Term Match
549_T11	t		t	[]	No Match
549_T14	baguette	baguette	baguette	[]	No Match
550_T9	water	water	water	['water:CHEBI_15377']	Full Term Match
550_T11	rice	rice	rice {oryza sativa}	['oryza sativa:NCBITAXON_4530']	Full Term Match
550_T12	salt	salt	salt	['salt:CHEBI_24866']	Full Term Match
550_T13	olive oil	olive oil	olive oil	['olive oil:FOODON_03301826']	Full Term Match
551_T10	cooking oil	cooking oil	cooking oil	['cooking oil:FOODON_03302653']	Full Term Match
551_T11	egg	egg	egg	['egg food product:FOODON_00001274']	Full Term Match
551_T12	milk	milk	milk	['milk:UBERON_0001913']	Full Term Match
551_T13	Bisquick	bisquick	bisquick	[]	No Match
551_T15	chocolate chip	chocolate chip	chocolate chip	['chocolate chip:FOODON_03304096']	Full Term Match
552_T13	bacon	bacon	bacon	['bacon food product:FOODON_00001061']	Full Term Match
552_T14	butter	butter	butter	['butter:FOODON_03310351']	Full Term Match
552_T16	onion	onion	onion {allium cepa}	['allium species:FOODON_03414302']	Full Term Match
552_T20	clam juice	clam juice	clam juice	['clam juice:FOODON_03307952']	Full Term Match
552_T23	clams	clam	clam	['clam:FOODON_03411331']	Full Term Match
552_T25	russet potatoes	russet potato	russet potato {solanum tuberosum}	['idaho potato (whole):FOODON_00003715']	Full Term Match
552_T8	half-and-half	half and	half and	['half and half:FOODON_03301794']	Full Term Match
553_T7	oats	oat	oat	['avena sativa:NCBITAXON_4498']	Full Term Match
553_T8	dates	date	date	['date (whole, raw):FOODON_03304506']	Full Term Match
553_T10	coconut	coconut	coconut	['cocos nucifera:NCBITAXON_13894']	Full Term Match
554_T9	onion	onion	onion {allium cepa}	['allium species:FOODON_03414302']	Full Term Match
554_T11	bacon strips	bacon strip	bacon strip	['bacon food product:FOODON_00001061']	Component Match
554_T16	cabbage	cabbage	cabbage	['brassica oleracea var. capitata:NCBITAXON_3716']	Full Term Match
554_T18	sugar	sugar	sugar	['sugar:FOODON_03420108']	Full Term Match
554_T20	salt	salt	salt	['salt:CHEBI_24866']	Full Term Match
554_T21	pepper	pepper	pepper	['sweet yellow bell pepper (whole):FOODON_00003548']	Full Term Match
554_T25	i		i	[]	No Match
555_T8	salsa	salsa	salsa	['salsa:FOODON_03310086']	Full Term Match
555_T9	jalapenos	jalapeno	jalapeno	['jalapeno pepper food product:FOODON_00001976']	Full Term Match
555_T12	corn	corn	corn {zea mays subsp. mays}	['zea mays subsp. mays:NCBITAXON_381124']	Full Term Match
555_T13	beans	bean	bean	['bean (whole):FOODON_00002753']	Full Term Match
555_T15	beef	beef	beef	['19160 - cow, ox or bull fresh meat (efsa foodex2):FOODON_03541916']	Full Term Match
555_T17	potato	potato	potato {solanum tuberosum}	['solanum tuberosum:NCBITAXON_4113']	Full Term Match
555_T19	taco seasoning	taco seasoning	taco seasoning	['seasoning:FOODON_03301189', 'taco:FOODON_03307744']	Component Match
556_T14	cheese	cheese	cheese	['cheese food product:FOODON_00001013']	Full Term Match
556_T13	cream of chicken soup	cream of chicken soup	cream of chicken {gallus gallus} soup	['cream of chicken soup:FOODON_03305127']	Full Term Match
556_T18	tomatoes and green chilies	tomato and green chili	tomato {solanum lycopersicum} and green chili	['chili pepper:FOODON_03315873', 'green tomato (whole):FOODON_00003765']	Component Match
556_T19	chicken	chicken	chicken {gallus gallus}	['chicken:FOODON_03411457']	Full Term Match
556_T23	vermicelli	vermicelli	vermicelli	['vermicelli:FOODON_03303926']	Full Term Match
557_T15	vegetable oil	vegetable oil	vegetable oil	['vegetable oil:FOODON_03305263']	Full Term Match
557_T18	roasted garlic and herb seasoning	roasted garlic and herb seasoning	roasted garlic {allium sativum} and herb seasoning	['food (roasted):FOODON_00002744', 'garlic seasoning (liquid):FOODON_03305214', 'herb:FOODON_00003042']	Component Match
557_T19	beef round steak	beef round steak	beef round steak	['beef steak:FOODON_00003029']	Component Match
557_T12	flank steaks	flank steak	flank steak	['flank:FOODON_03530022']	Component Match
557_T20	olive oil	olive oil	olive oil	['olive oil:FOODON_03301826']	Full Term Match
557_T22	French onion soup mix	french onion soup mixture	french onion {allium cepa} soup mixture	['french:HANCESTRO_0363', 'mixture:CHEBI_60004', 'onion soup:FOODON_03304821']	Component Match
557_T17	red wine vinegar	red wine vinegar	red wine vinegar	['red wine:FOODON_03310272', 'wine vinegar:FOODON_03301228']	Component Match
558_T14	water	water	water	['water:CHEBI_15377']	Full Term Match
558_T15	vanilla	vanilla	vanilla	['vanilla:NCBITAXON_51238']	Full Term Match
558_T16	milk	milk	milk	['milk:UBERON_0001913']	Full Term Match
558_T18	cocoa	cocoa	cocoa	['cocoa:FOODON_03301072']	Full Term Match
558_T21	margarine	margarine	margarine	['margarine:FOODON_03301672']	Full Term Match
559_T12	sugar	sugar	sugar	['sugar:FOODON_03420108']	Full Term Match
559_T13	water	water	water	['water:CHEBI_15377']	Full Term Match
559_T14	lime zest	lime zest	lime zest	['citrus fruit zest:FOODON_00003283', 'lime (whole, raw):FOODON_03305086']	Component Match
559_T8	lime juice	lime juice	lime juice	['lime juice:FOODON_03306160']	Full Term Match
559_T16	strawberries	strawberry	strawberry {fragaria x ananassa}	['fragaria x ananassa:NCBITAXON_3747']	Full Term Match
560_T13	onions	onion	onion {allium cepa}	['allium species:FOODON_03414302']	Full Term Match
560_T16	beef broth	beef broth	beef broth	['beef broth:FOODON_03302091']	Full Term Match
560_T18	double chocolate stout beer	double chocolate stout beer	double chocolate stout beer	['chocolate:FOODON_03307240']	Component Match
560_T20	Guinness	guinness	guinness	[]	No Match
560_T23	onion	onion	onion {allium cepa}	['allium species:FOODON_03414302']	Full Term Match
560_T25	corned beef brisket	corned beef brisket	corned beef brisket	['19160 - cow, ox or bull fresh meat (efsa foodex2):FOODON_03541916', 'brisket:FOODON_03530020']	Component Match
561_T11	margarine	margarine	margarine	['margarine:FOODON_03301672']	Full Term Match
561_T12	milk	milk	milk	['milk:UBERON_0001913']	Full Term Match
561_T13	garlic salt	garlic salt	garlic {allium sativum} salt	['garlic salt:FOODON_03307739']	Full Term Match
561_T14	water	water	water	['water:CHEBI_15377']	Full Term Match
561_T15	potato flakes	potato flakes	potato {solanum tuberosum} flakes	['potato flakes:FOODON_00002792']	Full Term Match
562_T2	beans	bean	bean	['bean (whole):FOODON_00002753']	Full Term Match
562_T3	canning salt	canning salt	canning salt	['salt:CHEBI_24866']	Component Match
563_T8	orange juice	orange juice	orange juice	['orange juice:FOODON_03301103']	Full Term Match
563_T9	cranberry juice	cranberry juice	cranberry juice	['cranberry juice:FOODON_03301671']	Full Term Match
